Country Name,Country Code,Series Name,Series Code,1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Euro area,EMU,"Population, total",SP.POP.TOTL,298719155,300215183,301525335,302746591,304018977,305309331,306668989,307893389,308788172,309428033,309939418,310521622,311282260,312125526,313147164,314457467,315870845,317411362,318746422,320056200,321026530,321810273,322570180,323308056,323978576,324784751,325792924,326862028,328443707,330208234,332006792,333709006,335250759,336971054,338599969,339682801,340467048,339722971,340450693,341584506,342725321,343718279,344683796,345370612,346153001,346517987,346961127,346942960,348331552,350357398
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,4357.872597895,5027.82588520423,5224.27346455707,5918.47923623762,7217.13916711468,8705.65882612708,9707.00090683684,8402.62167182111,8111.7960621733,7897.28433326087,7562.58268821285,7754.82142301877,10856.8505419696,13392.079279718,14680.488726703,14933.0434004465,18709.4889771922,19313.3248088329,21181.9063302347,19312.0134131256,20337.1510065145,23425.2627924016,23649.8710431089,21578.2847433727,22146.9970611907,21983.6353534704,20005.4367649864,20251.3049435378,22002.8316669037,26945.25764092,30728.9958326427,31669.9874024419,33508.1914510434,38396.2713532349,42016.4957421121,38273.0682895839,37303.4106694703,40329.4236300834,37290.7997649417,38806.3692061745,39594.5952922423,34118.3659418664,34889.6717204536,36878.9370566652,39754.4354659311,38904.6070562194,37915.3833633908,42527.524210531,40835.654761862,44368.5755448892
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,760712783,766207613,771636189,776969009,782276619,787563097,792958926,798163948,802960230,807615842,812473775,817419352,822539979,827779053,833073833,837911059,842133494,846468500,849923742,852844448,855003604,856623954,858323941,859830347,861000616,861975173,862909497,864048235,865618646,867833353,870382097,873001450,875680116,878472460,882068986,885603905,889077806,891273900,894705970,898764759,902938502,907094808,911173722,914748588,918181600,921212388,923384672,924168763,920988359,923929755
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,2611.30890666463,3028.84606096502,3127.10083904309,3512.45200393431,4276.9834324737,5179.2941148209,5815.71552214148,5147.00129136466,4931.7831809982,4755.14224622633,4542.972095627,4672.32021886956,6331.2747987737,7769.46399360951,8594.20847729482,8658.15673331734,10531.5475633651,10795.3207006647,11517.3047344908,10554.0932288477,11008.0875644333,12688.0899228564,12924.9436999867,12237.1156436078,12537.1271918623,12385.748488214,11665.0994156041,11768.2004273187,12862.8599447957,15595.8500382183,18124.8041062578,19222.0800936171,20747.0027067602,24164.3341492354,26486.9776012193,23198.982928763,23638.5533089674,26149.0584719128,25096.1835441736,26096.9182077355,26341.0777711528,22579.1836978638,22398.149896359,23670.8127114864,25255.0647194697,24867.4720139645,23994.9286739351,27409.9227679737,27567.4143997687,29483.4414501406
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,164636799,167025422,169417382,171856019,174295734,176711498,179134330,181605180,184101787,186767082,189482130,192169372,194943688,197778590,200590588,202941311,205274329,207469747,209295467,210691828,211613719,212235863,213252888,214167783,214788022,215247930,216002444,216892662,217808502,218779991,219860219,220987094,222181747,223150949,224757863,226581984,228742156,230906639,232735642,234709774,236718663,238848390,240976831,243006453,245052675,247195931,248913167,250663105,246915820,247474425
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,1171.61202833961,1275.40411129096,1424.53808618344,1690.13309157955,1608.54960370264,1544.36239474351,1625.75040017083,1291.79228182657,1444.13451760333,1523.50455416166,1609.74452114434,1953.99102023025,1777.71179591122,1806.71402040987,1541.93087892577,1786.10360302103,2267.10000300183,2906.97741345164,3602.23384624342,4167.68712922686,5222.83842374993,6206.96495059534,5133.42316411214,6022.63009837271,6785.42242448646,7100.35950963203,7678.78503080788,7307.04619062948,6312.15034167041,6006.36708907309,6111.39433717826,5957.82642405214,6022.63238606854,5738.25499247106,6620.20379563516,7302.23861126112,8479.05683108165
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,365946532,369767028,373766849,377764919,381667915,385496921,389387079,393300463,397182700,401165360,405412775,409624220,413810265,418015169,422066390,425429530,428052009,430432700,432107597,433448069,434390109,434917015,435576314,436133770,436418552,436318238,435939387,435557974,435215194,435286231,435582965,435960155,436478592,436815160,437966129,439636046,441572315,443764567,445808734,448060105,450338927,452672729,454966816,457063732,459012381,461027359,462304330,463035774,457342249,457326090
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2335.51606998955,2250.44744285992,2375.17055527772,2319.93430585652,2141.37164344991,2127.5692893831,1920.75369963007,2124.12380870783,2182.01106987167,2247.70835966047,2171.39968447224,1883.03066480853,2051.99228208248,2088.21842079291,2349.87331669475,2890.50629498779,3737.55104868882,4677.70277357734,5650.59510607595,7262.57875281452,8966.07288738899,7082.53582271113,8283.73811651557,10028.3339301272,10423.4458304472,10971.18094194,10313.1152736828,8014.50415079485,7662.53290925723,8554.01109678491,8883.5015112008,9022.69589831855,8437.72850580865,9985.47709265927,11413.9150111898,11952.6880645648
European Union,EUU,"Population, total",SP.POP.TOTL,395778659,398096151,400211366,402170665,404056840,405879948,407760829,409490677,410875285,411956706,412891310,413866961,414996545,416199247,417528527,418925771,420308868,421744728,422972438,424347768,425406851,426212138,426906931,427549432,428122323,428828749,429342455,429910140,430898141,432434810,434059923,435600393,437014860,438484072,439892213,440934530,441552554,440769682,441419873,442496175,443601373,444570054,445515422,446215182,447001100,447367191,447692315,447178093,447370551,449476878
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,3680.69868672715,4261.3621559933,4440.66123864228,5004.79440762287,6067.32865024682,7299.1015523061,8129.46277597245,7066.95175759791,6795.42660540859,6589.86073233895,6335.17246566837,6499.68706109997,9050.25675466105,11154.0164450066,12205.8900902381,12426.2087417682,15488.3024607428,15966.1333647238,17476.7566244059,15909.646287513,16820.3763501317,19464.699643205,19750.4198924412,18088.7708821154,18615.8962048236,18482.5401261558,16947.7548801633,17198.0404480502,18759.6997272038,22967.9352587553,26307.1978718488,27341.7316541806,29089.7102583347,33587.3566440262,37044.0544950347,33480.8039841941,32965.7749921581,35767.3390670531,33169.4056830501,34564.9404479271,35282.5164630827,30487.6523692732,31174.7535083936,33091.3890251906,35752.5873421988,35080.9147971764,34357.1199881912,38720.8751728955,37466.6963511535,40823.8762634762
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,333989998,341992350,350514335,359107582,367561832,376388838,384920163,392974640,401640207,410883312,420542833,430465285,440305466,450279373,460218589,470693520,483150347,493951561,506399343,519989331,534524440,548658108,561040609,573237237,585939751,599275261,612751355,626553787,641963096,658162649,674132661,690520612,707248050,723930164,741362383,759831151,778734290,797793348,817412582,837410155,857018106,876449625,896306261,916477490,936789597,957873862,979839336,1001870564,1019145355,1042703808
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,439.835572788136,472.272427223463,557.194049799719,593.912132196078,629.436633614014,790.591986511964,994.375175470688,1304.9395013848,1212.99532121233,1026.51200258338,909.051383790455,905.525864859387,811.297529357377,798.990349943166,845.585562336825,812.474785611134,1139.25578123211,782.51660878544,681.619884235806,675.427859746939,660.84965545477,786.942824139167,831.385223038035,911.187798124227,914.940539033038,667.758521407211,763.826930716849,731.010633303808,696.191010096695,715.048054121416,885.530929687614,1093.61096056839,1337.51557763589,1601.44383317459,1998.94979855012,1767.14092675723,2046.88700724028,2086.15621829409,2277.69164040928,2311.345853399,2396.43588704561,1845.31230428842,1663.08517085287,1690.94404160881,1852.26631004128,1923.17068917178,1725.7217597946,1792.92066416628,1913.3742283108,1828.70835941923
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,234861273,241415576,248105304,254798463,262035002,269571043,276049311,282020641,289043160,296920640,305097813,313452117,321846502,330566338,339527267,348860257,358121820,367531126,378502714,390576688,402287229,413913354,425839678,437721228,449883034,462533086,475127894,488040621,502494432,517663749,532571131,547936900,563930944,579864063,596301357,613535903,630953183,648927117,667520863,686620331,706617213,727129254,748356635,770390212,792615894,815100831,838066650,861156745,884288332,907995430
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,240.113274854723,266.477749865184,283.462526697973,314.28533012842,357.626571693949,393.23459853494,428.035683454039,427.535003083979,420.235061326644,414.671483154365,423.487867405504,438.791148904819,386.593574652385,402.052217689167,412.696022890703,415.145872207974,468.271097296236,496.618815565502,363.216394466218,364.147531263404,301.988745355578,341.641004828964,361.97679719957,368.691274946573,370.875470735256,362.805195844507,381.752074676408,357.804372623371,377.025502985627,415.222492176067,465.183868434439,518.012209263837,590.466757099069,685.454599755866,792.161700267797,764.056870295966,806.813557896356,869.227251067144,874.711729771277,955.194596348049,982.631507838096,917.721459685355,901.324893112879,940.767399878295,977.279226207199,985.590876409076,968.133367537043,1047.734015017,1110.1304329994,1245.01965554275
High income,HIC,"Population, total",SP.POP.TOTL,1052189245,1061393041,1070186825,1078894429,1087645025,1096681462,1105492737,1114189491,1122386268,1130028100,1137503635,1145056586,1152740549,1160564047,1168510076,1176763924,1184203705,1192917410,1201571467,1209574376,1217016521,1224100529,1231090974,1237913846,1244547641,1250881910,1256926406,1262875491,1268844485,1274957396,1281374060,1288177967,1296180548,1305161431,1314663441,1323316736,1330723736,1335858758,1342743557,1349905020,1357161865,1364282269,1371516373,1377929189,1383955367,1389172209,1393950970,1392964458,1395940386,1403021503
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,4157.89064635097,4599.58611092319,4968.01622330605,5577.60719279589,6642.26198213356,7612.99799250469,8429.70121318083,8493.64465978805,8348.98693483503,8566.49101617167,8871.48831614361,9248.15400168108,11159.3398259417,12850.8468463378,14364.921707129,14855.7302414945,16531.8233219888,17318.716068996,18408.531438008,18413.1566133256,19571.4043767903,21591.4018250691,21642.3561818338,21171.2238606082,21031.0396841314,21907.6677467848,22305.7744425653,22022.0223359439,22873.3705628119,25549.8377720574,28397.3350901237,29983.358097402,31620.6406999536,34554.0764413705,36768.4988689859,33960.3625273917,35574.872977584,38570.6578513538,38510.7070184443,38847.0867199254,39280.6224525688,36482.9965260467,36993.533269398,38707.9315420479,40958.3706534705,41188.7704617624,40023.7382985043,44840.3585005322,46165.6150408536,48220.0331638568
IBRD only,IBD,"Population, total",SP.POP.TOTL,2572840435,2624186688,2674969821,2724949752,2774937121,2825639414,2877115899,2930329552,2986059777,3042087759,3097942924,3154738668,3213395968,3273803609,3334531476,3394353995,3453648037,3511638756,3566912141,3620616438,3673830207,3726486149,3778679694,3830663657,3881872613,3931470705,3979356320,4026403756,4072303744,4117630166,4162927496,4207824263,4251458316,4293654594,4336867656,4380820406,4424528755,4469961043,4517846874,4566948798,4615651856,4662836842,4708313438,4752675645,4794094269,4832585266,4866828116,4894666421,4912348798,4937047867
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,453.241449025209,488.98282170622,517.45786891549,577.043655315485,608.497340956046,727.262241240384,867.305182630012,914.476065663336,870.221931372491,878.263036819272,895.295182801315,905.334625713737,904.390362580809,904.991004626364,946.595281977712,935.106945874628,1030.88208812709,982.098217405714,1016.16666014326,1086.61370057684,1181.10677578808,1319.45964806091,1420.84279556359,1486.56469224548,1427.50644235405,1372.9118833311,1475.92926790233,1478.96690806618,1484.08656294312,1648.56448532052,1942.24364987665,2295.24768284098,2693.9797908638,3312.2889632258,3933.92842348701,3775.96540023428,4545.56505299771,5326.06099788271,5601.06078266917,5844.93320229882,5978.09034763574,5541.33759395986,5528.04543069571,6048.21917294317,6378.53885411053,6465.81328082011,6185.51925977404,7301.908085568,7681.29525722277,7845.38536226529
IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,3136417425,3202651220,3268442731,3333971696,3400614104,3468899419,3538125231,3609391186,3684291030,3760049450,3835772578,3913078525,3992634841,4074363345,4156642221,4238479661,4320048688,4400467505,4479108518,4557323479,4635143097,4712519365,4789922904,4867134757,4943812366,5019457363,5094293697,5169110817,5243694285,5317975833,5392175010,5466351480,5540049563,5612877854,5686788085,5762203524,5838903143,5917936328,5998753810,6079936045,6160835364,6240908648,6320624467,6400602851,6478776303,6555193386,6628629499,6696373761,6754104791,6819750360
IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,416.358185547986,454.0289635233,477.934838150841,527.736845524931,559.954635122128,663.634901555073,789.057130308386,874.105809713374,827.015376435178,808.549154193406,811.94802320337,820.423852706282,804.779900414573,805.379729778079,840.505490149009,829.703021384559,911.619619333877,876.218228895356,890.452503891697,947.073555905725,1021.43094060778,1145.24454230659,1236.2546946925,1288.89809265586,1242.62633984917,1165.16747599702,1254.44797538522,1250.86998542353,1257.50147267374,1393.1554006921,1634.06269331334,1920.82909999129,2248.77141853849,2743.94384761677,3247.14652167199,3108.72791726163,3715.33075040603,4324.92237161415,4532.36565140012,4727.63262517946,4837.15195672936,4484.4893837025,4456.76020150655,4837.06302141945,5088.01277247711,5144.37243935275,4907.28699204586,5731.30618464805,6006.27309700773,6094.02389348234
IDA blend,IDB,"Population, total",SP.POP.TOTL,173882120,178942945,184255432,189819289,195597910,201759170,208958276,216739122,224210712,231163936,237939240,245258177,252983956,260915798,269037308,277221224,285458430,293790697,301587423,309380669,317628977,326152635,335062226,344022548,353079757,362258853,372181624,382432118,392011236,401318288,410960215,420690092,430617236,440957937,451665010,462819210,474626536,486354807,497317025,507906365,518378284,528669692,538868249,549511044,560698093,572192040,584212703,596608333,609342910,622553200
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,296.282269059285,331.074053664994,387.281369037134,396.522130255797,418.44462996298,497.845004312808,616.726031779655,1141.11372484762,1008.29513788205,743.092942625735,619.856899399882,603.470094832225,528.200130487821,524.68318128027,536.368208247467,512.048536143942,517.867757327453,541.088584797878,509.901305274437,529.326720288805,573.180027681976,783.719435329802,923.876190061654,944.879124929433,963.390692049832,507.301417216225,609.37774130123,591.78711625013,633.815604344756,698.756795774678,827.678948615697,956.861108873978,1158.2869708656,1311.20966582105,1499.31496282103,1364.27469589019,1561.88487324012,1742.64735111747,1893.55244216416,2015.46091136143,2142.38203516532,1993.78936181267,1826.22694665161,1760.54249485162,1884.99739961197,1883.54621067899,1727.91170329901,1851.4710158931,1942.51277029827,1676.98958404833
IDA only,IDX,"Population, total",SP.POP.TOTL,389694870,399521587,409217478,419202655,430079073,441500835,452051056,462322512,474020541,486797755,499890414,513081680,526254917,539643938,553073437,566904442,580942221,595038052,610608954,627326372,643683913,659880581,676180984,692448552,708859996,725727805,742755753,760274943,779379305,799027379,818287299,837837125,857974011,878265323,898255419,918563908,939747852,961620478,983589911,1005080882,1026805224,1049402114,1073442780,1098416162,1123983941,1150416080,1177588680,1205099007,1232413083,1260149293
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,222.900585505176,263.97629326685,246.00165242601,261.698240733655,296.668861683004,323.908296880017,361.165278119302,369.340481114366,361.993619044059,358.364715494221,364.741689205102,379.158577764723,331.412383949763,336.352538417855,349.665195075006,356.059302116552,400.756473755769,423.720788768409,346.657260298346,350.340356193124,332.405434689169,340.201587819965,359.427921101909,365.991010228583,369.723997752717,369.577672361741,392.534896160913,375.498830068647,388.785456186421,427.406736048871,472.523870928571,525.282050791612,590.471091164945,684.592421264707,810.147187297855,805.47922565553,894.028225032963,977.293174341115,957.833029628504,1021.33861643635,1068.89668940566,1042.15535457657,1077.4759697027,1135.9391535687,1181.41399480963,1214.9263173816,1201.23401871581,1274.07782915018,1339.94195382428,1417.34865873319
IDA total,IDA,"Population, total",SP.POP.TOTL,563576990,578464532,593472910,609021944,625676983,643260005,661009332,679061634,698231253,717961691,737829654,758339857,779238873,800559736,822110745,844125666,866400651,888828749,912196377,936707041,961312890,986033216,1011243210,1036471100,1061939753,1087986658,1114937377,1142707061,1171390541,1200345667,1229247514,1258527217,1288591247,1319223260,1349920429,1381383118,1414374388,1447975285,1480906936,1512987247,1545183508,1578071806,1612311029,1647927206,1684682034,1722608120,1761801383,1801707340,1841755993,1882702493
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,244.720608825084,283.341572597132,290.251239337212,303.854369459772,334.267959988193,378.87727068155,443.868097503617,627.66588279391,579.301718625053,486.997373943297,449.221721974809,453.331303057913,396.78504146398,399.090091283076,411.951410982539,407.319601075332,437.276518912351,460.259955670078,399.868678687779,408.781876394021,411.821542999779,488.159787354017,548.466988420918,560.232104921179,569.307673284425,414.41018757324,464.350274693636,447.393139560677,470.377680059228,517.684383767138,591.03044266377,669.467365472914,780.524834114874,894.244953897596,1040.73334892365,992.698306818201,1118.14320489439,1234.36502272747,1272.06560101068,1355.06320147963,1429.02963708014,1360.96217666755,1327.72429067074,1344.21682075242,1415.58155009747,1437.01918707643,1375.88014891477,1465.2729133797,1539.29371688164,1502.11784608836
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,1453964650,1479273067,1503509107,1526366884,1548637582,1570920160,1593099029,1615957004,1640893480,1665773694,1689771008,1714481164,1740698024,1768376867,1796192544,1822788469,1847821461,1871805819,1894353796,1915623786,1936398016,1956331335,1975855844,1995080443,2013531302,2030612791,2046026051,2060709239,2074581734,2088087419,2101394737,2114863550,2128474052,2142072086,2155970810,2169765463,2182659481,2196448219,2212426916,2228642364,2244311001,2258792292,2272847109,2287248399,2299720675,2310338402,2318233156,2323185156,2325328254,2326833223
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,504.426852626648,533.261217570804,540.650910510173,620.072493772719,606.700117158496,740.33405964733,861.289676404013,875.979349015753,853.448643553808,877.307838087475,918.666000208273,968.616943733366,967.942772068933,987.687421550656,1062.23033541151,1049.5974782855,1064.0330772786,1059.62910173283,1067.48066748564,1099.03309517073,1261.59260265973,1542.83280445311,1685.14050256681,1747.5487679023,1669.23974047649,1529.7226581533,1666.79866381007,1710.62028698951,1801.22867468941,2039.1613717676,2435.18894976851,2918.81961764258,3499.49003931962,4380.080145753,5409.88535369442,5193.81505208773,6214.55975105911,7525.95295469404,7991.52181831224,8544.37668923862,8811.76064524285,8212.74329215127,8180.74109097909,9020.04276617454,9837.55232050728,9976.98358578555,9719.11873198067,11567.2202575024,12068.2132845942,12180.2442197888
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,314759757,322249100,329807630,337531513,345450768,353452209,361451180,369321289,377189872,385189898,393227113,401251731,409259052,417266298,425320442,433393694,441597528,449847635,458008075,466139063,474258790,482331291,490304061,498199382,506010566,513714410,521281149,528688278,535935546,542976557,549897638,556739532,563424119,569972223,576386180,582738079,588873862,595510008,602139396,608642242,615046755,621390109,627667493,633795231,639626265,645293844,650533026,654978670,659306928,664155299
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2324.62246882984,2495.7553878005,2645.28636550301,2835.44092959681,3296.59952956436,3784.83698207902,4025.62684252259,4285.1440522944,4623.32389432118,4607.90787538169,4101.96435011217,4462.41334658128,4315.69810954141,3828.16783130021,3850.3497979436,4371.97791660962,5212.20563985514,6027.02812781676,7013.37766616952,8054.81835255989,7474.82540425296,9162.44026614175,10305.9532671551,10311.6068882829,10453.3219386333,10540.9906252007,8719.62575346093,8417.3721092089,9256.11626423804,8978.11590246576,8771.14453844381,7386.13505696924,8516.30960050376,9618.70743198645,10681.7330935615
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,281334755,288125444,294984501,302010242,309220692,316512545,323797061,330950954,338095672,345367369,352669319,359944435,367182475,374403954,381662610,388933687,396328556,403768603,411115420,418431327,425740147,433010808,440183193,447290040,454334962,461289769,468125382,474817217,481353718,487688819,493917791,500076606,506094784,511989821,517759389,523473668,528978305,535014773,541048298,546954103,552781789,558562792,564377885,570381211,576620516,582701622,588011178,592503434,596596955,600825676
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2253.34675950218,2416.16131668029,2553.53295035856,2721.90706215485,3222.50724572647,3741.5083912603,3921.00667614157,4209.75621385232,4520.31896058149,4487.53118835465,3924.4910717686,4275.55571556494,4109.86709252884,3650.29203144043,3678.46294839029,4137.70104563276,4940.24721578796,5692.79513956598,6643.87703746698,7593.11752705942,6959.74803128583,8613.65512681046,9944.48258656914,9791.83868901728,9939.83042029737,9872.41105467888,8297.30225777455,7968.02217920097,8788.65434317749,8446.45505331899,8245.29566055528,6882.22060784085,7916.81292030137,9033.75537958903,10070.4433755923
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,301866994,309188500,316602089,324205734,332018547,339930244,347846551,355632695,363395735,371274829,379186379,387082933,394960383,402834273,410749065,418679329,426738769,434864266,442918815,450949564,458977501,466965316,474848687,482663302,490409338,498053021,505569501,512930188,520132018,527128668,534010124,540822976,547495145,554042691,560459472,566813381,572949377,579610152,586263141,592784484,599226878,605613677,611946736,618155029,624120970,629795751,634961078,639469895,643884393,648763330
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2256.06201474307,2424.4305455015,2586.32939053283,2783.25518481654,3253.4827129579,3737.17401257296,3975.05234980104,4248.51436973103,4584.6621401969,4555.67478785947,4022.31544809584,4380.78860492617,4214.15536945963,3705.73144053825,3719.34377128499,4241.03182180359,5088.02475932901,5907.58954286659,6906.52254340961,7967.12675268746,7367.71453984861,9094.53916060704,10248.7036106318,10244.3119313466,10382.5128402228,10464.8864512803,8577.804211342,8258.39951873525,9110.90175054244,8822.12438662919,8596.41766087618,7183.58454333269,8304.28022515683,9388.72096989775,10439.5260704558
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,344428047,352974187,361378199,370063476,379602942,389654865,398831237,407724663,418029153,429385050,441083473,452925370,464719751,476678929,488634944,500927368,513410293,525967892,540073235,555402795,570349227,585085744,599913754,614755340,629930825,645681010,661430964,677492970,695099275,713279960,731086901,749189504,767538041,785635469,803947600,823002155,842807198,863421305,884653995,906405074,928661685,951184941,974516186,998532743,1022731692,1047426093,1072970944,1098791080,1124396999,1150346774
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,203.728125738737,244.301576707365,218.99801617858,229.147762748658,259.938274365521,283.538581677444,311.599982045558,321.159751955979,314.633843308866,309.610971052285,315.459506747823,337.096046712658,279.565786122451,290.710158576227,309.859769763689,323.406559408876,366.914811494061,392.202297161513,300.743216930255,307.245818972748,293.537607313832,293.386857379683,299.758055479074,307.241869730084,303.90740452104,305.703299906189,338.993566230476,317.916464991167,338.810412849552,373.723000278886,418.829979041157,481.692154951142,543.978971203321,638.044345036786,764.247541897556,739.277168901594,815.646959616719,907.936012242016,926.086852143228,984.580674622207,1033.33444875626,968.123889466947,961.052941601299,1026.5687075244,1066.18135482911,1098.40753887349,1082.9929209144,1152.85242267264,1267.00441526421,1307.65017453078
Low & middle income,LMY,"Population, total",SP.POP.TOTL,2930934760,2995490712,3059382497,3123017003,3187834084,3254332897,3321713494,3391165252,3464327390,3538429935,3612283886,3687723465,3765515230,3845508773,3926185019,4006647335,4089544168,4169497287,4247999679,4325985835,4403499627,4480641078,4558031834,4635223420,4711799589,4787566559,4863090613,4938731447,5014109152,5088853415,5163432770,5237940420,5311879939,5384897109,5458824459,5533964000,5610455957,5689033832,5769216950,5849715412,5929949445,6009439133,6088698400,6168617518,6247396829,6324580903,6398830423,6467799496,6527353351,6593137026
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,339.542822483042,375.935850326879,393.681428300917,432.391628737068,458.660755429864,540.440341454946,638.267134679327,706.378790052695,672.020475796358,659.277886095944,665.646065127644,672.826542723259,659.314687141333,660.17400003305,687.861225901992,697.853877670566,781.066813590711,743.393601596345,771.126837144282,837.237646421914,921.134631850357,1032.70548359143,1127.26426944315,1176.56182653895,1151.76056879464,1091.05236426103,1168.03644950955,1151.67467468713,1156.04738836793,1274.82028214232,1473.77303687265,1715.40943075704,1990.92608290529,2410.9113065865,2824.10130270688,2791.24239146023,3347.24009059215,3887.39876208677,4075.45456463474,4263.49997053287,4401.68800338689,4214.45758022272,4202.3081380546,4528.2851864622,4754.57584654863,4810.52084108954,4608.95487620396,5370.44444121979,5582.45257367253,5676.38961014368
Low income,LIC,"Population, total",SP.POP.TOTL,193061843,198178476,203399737,208592240,214272852,220230887,225097677,229413733,234808317,240996976,247448306,254069015,260658473,267469591,274348618,281571278,288759638,296103521,304997572,314673487,323847963,333181004,343031111,352755561,362458276,372579993,382593480,392924294,404771898,417212831,429354375,441886612,455313027,469010772,482640782,496609143,510897321,525506329,540002626,553835758,567702296,582173028,597683499,613946858,630865826,648755452,667053670,685250041,703727949,722984063
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,342.618604280355,359.255987214247,349.201794308219,345.594730170836,347.051876415137,329.19234043955,333.908577526215,347.548241922018,360.580620222257,381.202479692435,465.257178686113,509.935725166338,338.864713251864,350.687871794265,318.699396890318,287.397978995236,269.74156545699,280.140502867212,275.382208063093,270.364064977386,323.864926416695,296.285746421033,316.296578760969,342.699394021664,389.414635907034,451.97866525843,509.997580870928,603.170847319219,705.410924684771,682.424321424684,729.971790245327,769.761455012423,706.851453137953,711.755071068425,743.495153826226,714.771564692477,642.048021882497,654.651268016387,662.943016876892,686.357799279352,659.290978844395,680.657477755926,753.954266799717,894.622389496696
Lower middle income,LMC,"Population, total",SP.POP.TOTL,1157235978,1184993312,1213431181,1242976775,1273039062,1304106034,1337497873,1372467577,1407836955,1443482185,1479546761,1516442333,1554102862,1592185751,1630669927,1669623556,1711089696,1750747711,1789953429,1829681824,1870097460,1910485587,1950796431,1991303064,2032158426,2073121889,2114855470,2157133128,2198877481,2240162906,2281546588,2322476208,2362904109,2403305272,2443449823,2483987657,2525974118,2568598935,2610684758,2653214685,2695950000,2737695800,2779326476,2821058566,2862391122,2903108878,2943860780,2983113040,3020375650,3059564861
